address,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,hoaFee,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,mlsName,mlsNumber,agentName,agentPhone,agentEmail,agentWebsite,officeName,officePhone,officeEmail,officeWebsite,mostRecentHistoryEvent,mostRecentHistoryPrice,mostRecentHistoryDate
"V/L Pinnacle Pkwy, Union Mills, NC 28167",V/L Pinnacle Pkwy,,Union Mills,NC,28167,Rutherford,35.523828,-82.035985,Land,,,,129809,,35,Active,17900,Standard,2024-06-04T00:00:00.000Z,,2022-11-20T09:09:37.040Z,2025-02-11T09:06:09.550Z,253,CanopyMLS,4147403,Angelia Peterson,8285753813,lakelureproperties@gmail.com,https://www.realtor.com/realestateagents/angelia-peterson___2135610_354994724,Asheworth Group Wnc Real Estate Llc,8285753813,,,Sale Listing,17900,2024-06-04
"Walkaloosa Way, Mooresboro, NC 28114",Walkaloosa Way,,Mooresboro,NC,28114,Rutherford,35.18768949,-81.83807101,Land,,,,51836,,17,Active,40000,Standard,2024-06-05T00:00:00.000Z,,2023-01-13T09:48:55.328Z,2025-02-11T09:06:09.550Z,252,CanopyMLS,4148071,Preston Richardson,7043076270,strickly.transactions@gmail.com,,REMAX Select,7044877653,stephanie.williams@remax.net,http://selectcleveland.com/,Sale Listing,37500,2023-10-31
"State Line Rd, Lots 5 & 6, Mooresboro, NC 28114",State Line Rd,Lots 5 & 6,Mooresboro,NC,28114,Rutherford,35.18933,-81.828366,Land,,,,223027,,,Active,99900,Standard,2024-08-05T00:00:00.000Z,,2024-08-06T00:00:00.000Z,2025-02-11T09:06:09.547Z,191,CanopyMLS,4168310,Roger Ware,8035178060,wmrogerware@aol.com,www.wareforestland.com,Ware Land & Timber Llc,8033661961,wmrogerware@aol.com,www.wareforestland.com,Sale Listing,99900,2024-08-05
"Plantation Drive Ext, Rutherfordton, NC 28139",Plantation Drive Ext,,Rutherfordton,NC,28139,Rutherford,35.30195283,-81.97454588,Land,,,,28750,,,Active,45000,Standard,2024-07-11T00:00:00.000Z,,2022-03-09T10:11:00.513Z,2025-02-11T09:06:09.545Z,216,CanopyMLS,4156590,Jody Key,8282862121,jodykeyc21@gmail.com,http://www.jody.washburnrealestate.com,"Purple Martin Realty, Inc.",8282862121,martinize1565@gmail.com,http://www.century21firstrealty.com/,Sale Listing,45000,2024-07-11
"22-B Pinnacle Pkwy, Union Mills, NC 28167",22-B Pinnacle Pkwy,,Union Mills,NC,28167,Rutherford,35.511784,-82.040436,Land,,,,175547,,25,Active,39000,Standard,2024-08-21T00:00:00.000Z,,2024-08-22T00:00:00.000Z,2025-02-11T09:06:09.543Z,175,CanopyMLS,4162342,Lisbeth M Smith,8432775838,lisbethm@kw.com,https://lisbeth.kw.com,Keller Williams Realty Mountain Partners,8282901000,kwbic591@gmail.com,http://www.hendersonvillekw.com,Sale Listing,39000,2024-08-21
"General Griffith Cir, Unit 31, Rutherfordton, NC 28139",General Griffith Cir,Unit 31,Rutherfordton,NC,28139,Rutherford,35.342096,-81.961304,Land,,,,23087,,,Active,29900,Standard,2024-07-09T00:00:00.000Z,,2024-07-10T00:00:00.000Z,2025-02-11T09:06:09.542Z,218,CanopyMLS,4158962,Dwain Ammons,8284470036,dwain.ammons@allentate.com,https://ammonsrealestate.com/,Allen Tate Realtors-Lake Lure,8284365120,client.relations@allentate.com,https://www.allentate.com/office/detail/lake-lure/3289912810,Sale Listing,29900,2024-07-09
"Woodstock Ln, Unit 175, Rutherfordton, NC 28139",Woodstock Ln,Unit 175,Rutherfordton,NC,28139,Rutherford,35.4079,-82.006577,Land,,,,62291,,31,Active,29500,Standard,2024-08-28T00:00:00.000Z,,2023-02-11T00:00:00.000Z,2025-02-11T09:06:09.539Z,168,CanopyMLS,3898003,Dan Hoffman,8282896885,dan@lakelureland.com,https://lakelureland.com,LAKE LURE LAND,8282896885,dan@lakelureland.com,,Sale Listing,29500,2024-08-28
"Painter Rd, Lot 5, Mooresboro, NC 28114",Painter Rd,Lot 5,Mooresboro,NC,28114,Rutherford,35.18933,-81.828366,Land,,,,111514,,,Active,55900,Standard,2024-08-05T00:00:00.000Z,,2023-10-19T00:00:00.000Z,2025-02-11T09:06:09.538Z,191,CanopyMLS,4168279,Roger Ware,8035178060,wmrogerware@aol.com,www.wareforestland.com,Ware Land & Timber Llc,8033661961,wmrogerware@aol.com,www.wareforestland.com,Sale Listing,55900,2024-08-05
"Woodstock Ln, Unit 166, Rutherfordton, NC 28139",Woodstock Ln,Unit 166,Rutherfordton,NC,28139,Rutherford,35.410744,-82.005789,Land,,,,91476,,31,Active,49900,Standard,2024-08-28T00:00:00.000Z,,2023-02-11T00:00:00.000Z,2025-02-11T09:06:09.530Z,168,CanopyMLS,3897934,Dan Hoffman,8282896885,dan@lakelureland.com,https://lakelureland.com,LAKE LURE LAND,8282896885,dan@lakelureland.com,,Sale Listing,49900,2024-08-28
"Whitestone Cir, Unit 81, Union Mills, NC 28167",Whitestone Cir,Unit 81,Union Mills,NC,28167,Rutherford,35.45205,-81.958592,Land,,,,65776,,36,Active,46500,Standard,2024-08-28T00:00:00.000Z,,2023-02-11T00:00:00.000Z,2025-02-11T09:06:09.529Z,168,CanopyMLS,4072484,Dan Hoffman,8282896885,dan@lakelureland.com,https://lakelureland.com,LAKE LURE LAND,8282896885,dan@lakelureland.com,,Sale Listing,46500,2024-08-28
"22 Arbra Mountain Way, Bostic, NC 28018",22 Arbra Mountain Way,,Bostic,NC,28018,Rutherford,35.48344374,-81.83114002,Land,,,,439956,,30,Active,49500,Standard,2024-08-02T00:00:00.000Z,,2024-08-03T00:00:00.000Z,2025-02-11T09:06:09.528Z,194,CanopyMLS,4167428,Ronnie Porter,,sold@nctv.com,,PORTER'S REAL ESTATE,8282454036,sellin@bellsouth.net,www.rutherfordcoforsell.com,Sale Listing,49500,2024-08-02
"99999 Ardal St, Unit 105, Rutherfordton, NC 28167",99999 Ardal St,Unit 105,Rutherfordton,NC,28167,Rutherford,35.528048,-82.043668,Land,,,,74052,,50,Active,80000,Standard,2024-08-02T00:00:00.000Z,,2024-08-03T00:00:00.000Z,2025-02-11T09:06:09.526Z,194,CanopyMLS,4167526,Kendra Warren,,,,Keller Williams Professionals,8282547253,ellenw@kw.com,http://kellerwilliamsasheville.com,Sale Listing,80000,2024-08-02
"Hudlow Rd, Forest City, NC 28043",Hudlow Rd,,Forest City,NC,28043,Rutherford,35.410051,-81.90708,Land,0,,,357628,,,Active,99900,Standard,2024-08-23T00:00:00.000Z,,2020-09-15T18:09:56.874Z,2025-02-11T09:06:09.517Z,173,CanopyMLS,4176126,David Brown,8284296227,dhbrown8252@yahoo.com,,"4 Seasons Homes and Land, Inc",8282878844,kathytowery@gmail.com,4seasonshomesandland.com,Sale Listing,99900,2024-08-23
"Palms Way, Forest City, NC 28043",Palms Way,,Forest City,NC,28043,Rutherford,35.35520177,-81.8869055,Land,,,,1672268,,,Active,645000,Standard,2024-08-13T00:00:00.000Z,,2020-10-12T13:14:14.537Z,2025-02-11T09:06:09.508Z,183,CanopyMLS,4171932,Lyn Weaver,8282773238,lyn.weaver@premiersir.com,https://lynweaver.premiersothebysrealty.com/,Premier Sotheby's International Realty,8282773238,psbparser@gmail.com,http://www.premiersothebysrealty.com/,Sale Listing,645000,2024-08-13
"Chimney Creek Ln, Unit 194, Rutherfordton, NC 28139",Chimney Creek Ln,Unit 194,Rutherfordton,NC,28139,Rutherford,35.411168,-81.998363,Land,,,,95396,,31,Active,35900,Standard,2024-08-28T00:00:00.000Z,,2023-02-11T00:00:00.000Z,2025-02-11T09:06:09.507Z,168,CanopyMLS,3897982,Dan Hoffman,8282896885,dan@lakelureland.com,https://lakelureland.com,LAKE LURE LAND,8282896885,dan@lakelureland.com,,Sale Listing,35900,2024-08-28
"Diamond Dr, Lots 19 & 20, Ellenboro, NC 28040",Diamond Dr,Lots 19 & 20,Ellenboro,NC,28040,Rutherford,35.349993,-81.806036,Land,,,,91476,,,Active,25000,Standard,2024-08-22T00:00:00.000Z,,2024-08-23T00:00:00.000Z,2025-02-11T09:06:09.506Z,174,CanopyMLS,4173197,Sherri Hooper-washburn,8282877325,sherriw@washburnrealestate.com,,"Washburn  Real Estate, Inc.",8282877325,brentw@washburnrealestate.com,www.washburnrealestate.com,Sale Listing,25000,2024-08-22
"931 Waters Rd, Bostic, NC 28018",931 Waters Rd,,Bostic,NC,28018,Rutherford,35.471244,-81.821158,Land,,,,1877872,,,Active,385000,Standard,2024-08-08T00:00:00.000Z,,2024-08-16T00:00:00.000Z,2025-02-11T09:06:09.501Z,188,CanopyMLS,4167794,Mary Scruggs,8644152713,,,"Walker, Wallace, And Emerson Realty",8644572448,wwe@wwerealty.com,http://www.wwerealty.com,Sale Listing,385000,2024-08-08
"Bitterroot Cir, Unit 224, Rutherfordton, NC 28139",Bitterroot Cir,Unit 224,Rutherfordton,NC,28139,Rutherford,35.416806,-81.988201,Land,,,,62726,,33,Active,29900,Standard,2024-08-28T00:00:00.000Z,,2023-02-11T00:00:00.000Z,2025-02-11T09:06:09.500Z,168,CanopyMLS,3897969,Dan Hoffman,8282896885,dan@lakelureland.com,https://lakelureland.com,LAKE LURE LAND,8282896885,dan@lakelureland.com,,Sale Listing,29900,2024-08-28
"N Dakota Dr, Unit 343, Rutherfordton, NC 28139",N Dakota Dr,Unit 343,Rutherfordton,NC,28139,Rutherford,35.41972,-82.000988,Land,,,,61420,,31,Active,29900,Standard,2024-08-28T00:00:00.000Z,,2023-02-11T00:00:00.000Z,2025-02-11T09:06:09.499Z,168,CanopyMLS,3897503,Dan Hoffman,8282896885,dan@lakelureland.com,https://lakelureland.com,LAKE LURE LAND,8282896885,dan@lakelureland.com,,Sale Listing,29900,2024-08-28
"Cinnamon Rdg, Unit 404, Rutherfordton, NC 28139",Cinnamon Rdg,Unit 404,Rutherfordton,NC,28139,Rutherford,35.42266,-81.995948,Land,,,,67518,,31,Active,39900,Standard,2024-08-28T00:00:00.000Z,,2023-02-11T00:00:00.000Z,2025-02-11T09:06:09.499Z,168,CanopyMLS,3897469,Dan Hoffman,8282896885,dan@lakelureland.com,https://lakelureland.com,LAKE LURE LAND,8282896885,dan@lakelureland.com,,Sale Listing,39900,2024-08-28
"Pioneer Gate Dr, Unit 55, Bostic, NC 28018",Pioneer Gate Dr,Unit 55,Bostic,NC,28018,Rutherford,35.502606,-81.787312,Land,,,,49223,,52,Active,19000,Standard,2024-08-26T00:00:00.000Z,,2024-08-27T00:00:00.000Z,2025-02-11T09:06:09.498Z,170,CanopyMLS,4176841,Marisol C Barbosa,8285857240,marisolb@c21ml.com,,CENTURY 21 Mountain Lifestyles,8286928275,glennc@c21mountainlifestyles.com,http://www.c21ml.com/,Sale Listing,19000,2024-08-26
"704 Centennial Rd, Rutherfordton, NC 28139",704 Centennial Rd,,Rutherfordton,NC,28139,Rutherford,35.469688,-81.902395,Land,,,,65340,,,Active,25000,Standard,2024-08-23T00:00:00.000Z,,2023-01-18T08:22:44.258Z,2025-02-11T09:06:09.495Z,173,CanopyMLS,4174719,David Brown,8284296227,dhbrown8252@yahoo.com,,"4 Seasons Homes and Land, Inc",8282878844,kathytowery@gmail.com,4seasonshomesandland.com,Sale Listing,25000,2024-08-23
"Woodstock Ln, Unit 170, Rutherfordton, NC 28139",Woodstock Ln,Unit 170,Rutherfordton,NC,28139,Rutherford,35.407503,-82.006055,Land,,,,134600,,31,Active,50000,Standard,2024-08-28T00:00:00.000Z,,2023-02-11T00:00:00.000Z,2025-02-11T09:06:09.493Z,168,CanopyMLS,4100506,Dan Hoffman,8282896885,dan@lakelureland.com,https://lakelureland.com,LAKE LURE LAND,8282896885,dan@lakelureland.com,,Sale Listing,50000,2024-08-28
"Talia Dr, Unit 4, Rutherfordton, NC 28139",Talia Dr,Unit 4,Rutherfordton,NC,28139,Rutherford,35.401945,-81.983717,Land,,,,108029,,31,Active,59900,Standard,2024-08-28T00:00:00.000Z,,2023-02-11T00:00:00.000Z,2025-02-11T09:06:09.493Z,168,CanopyMLS,3897801,Dan Hoffman,8282896885,dan@lakelureland.com,https://lakelureland.com,LAKE LURE LAND,8282896885,dan@lakelureland.com,,Sale Listing,59900,2024-08-28
"333 Timberlake Dr, Bostic, NC 28018",333 Timberlake Dr,,Bostic,NC,28018,Rutherford,35.479449,-81.790372,Land,,,,24829,,23,Active,7000,Standard,2024-08-22T00:00:00.000Z,,2021-02-06T05:12:52.545Z,2025-02-11T09:06:09.492Z,174,CanopyMLS,4176063,Lisa H. Ford,8286251900,lf@carolinaproperties.com,http://www.carolinaproperties.com,Carolina Properties,8286251900,info@carolinaproperties.com,http://www.carolinaproperties.com,Sale Listing,7000,2024-08-22
"Hearthstone Dr, Unit 73, Union Mills, NC 28167",Hearthstone Dr,Unit 73,Union Mills,NC,28167,Rutherford,35.456751,-81.956983,Land,,,,120661,,36,Active,62900,Standard,2024-08-28T00:00:00.000Z,,2023-02-11T00:00:00.000Z,2025-02-11T09:06:09.492Z,168,CanopyMLS,3897252,Dan Hoffman,8282896885,dan@lakelureland.com,https://lakelureland.com,LAKE LURE LAND,8282896885,dan@lakelureland.com,,Sale Listing,62900,2024-08-28
"Brighton Dr, Bostic, NC 28018",Brighton Dr,,Bostic,NC,28018,Rutherford,35.48567015,-81.81028917,Land,,,,1983722,,30,Active,499000,Standard,2024-08-19T00:00:00.000Z,,2021-03-06T09:31:46.739Z,2025-02-11T09:06:09.491Z,177,CanopyMLS,4173744,Lola Barnes,8284297283,,,ODEAN KEEVER AND ASSOCIATES,8282861311,odeankeever@bellsouth.net,www.keeverrealestate.com,Sale Listing,499000,2024-08-19
"Desota Rdg, Unit 366, Rutherfordton, NC 28139",Desota Rdg,Unit 366,Rutherfordton,NC,28139,Rutherford,35.416907,-81.995925,Land,,,,121968,,31,Active,44900,Standard,2024-08-28T00:00:00.000Z,,2023-02-11T00:00:00.000Z,2025-02-11T09:06:09.491Z,168,CanopyMLS,3897618,Dan Hoffman,8282896885,dan@lakelureland.com,https://lakelureland.com,LAKE LURE LAND,8282896885,dan@lakelureland.com,,Sale Listing,44900,2024-08-28
"Irvin Rd, Ellenboro, NC 28040",Irvin Rd,,Ellenboro,NC,28040,Rutherford,35.42857472,-81.71449669,Land,,,,1294603,,,Active,185000,Standard,2024-08-20T00:00:00.000Z,,2024-09-04T00:00:00.000Z,2025-02-11T09:06:09.488Z,176,CanopyMLS,4173999,Bobby Spivey,7049957192,bspivey@nationalland.com,https://nationalland.com/real-estate-agent/bobby-spivey,National Land Realty Central NC MLS LLC,8553845263,,,Sale Listing,185000,2024-08-20
"2461 Camp Creek Rd, Union Mills, NC 28167",2461 Camp Creek Rd,,Union Mills,NC,28167,Rutherford,35.530224,-81.88563,Land,,,,2482964,,,Active,427500,Standard,2024-08-26T00:00:00.000Z,,2023-06-04T00:00:00.000Z,2025-02-11T09:06:09.486Z,170,CanopyMLS,4176834,Sherri Hooper-washburn,8282877325,sherriw@washburnrealestate.com,,"Washburn  Real Estate, Inc.",8282877325,brentw@washburnrealestate.com,www.washburnrealestate.com,Sale Listing,427500,2024-08-26
"831 Morrison Bridge Rd, Vass, NC 28394",831 Morrison Bridge Rd,,Vass,NC,28394,Moore,35.198135,-79.187973,Land,,,,54014,,,Active,60000,Standard,2024-09-10T00:00:00.000Z,,2024-09-11T00:00:00.000Z,2025-02-11T09:03:06.313Z,155,LongleafPineRealtors,731605,Dee Dee Burden,9108648955,deedeeburden@remax.net,,RE MAX Choice,9104837500,sonirider@remax.net,,Sale Listing,60000,2024-09-10
"815 Morrison Bridge Rd, Vass, NC 28394",815 Morrison Bridge Rd,,Vass,NC,28394,Moore,35.198494,-79.188218,Land,,,,54450,,,Active,60000,Standard,2024-09-10T00:00:00.000Z,,2024-09-11T00:00:00.000Z,2025-02-11T09:03:06.312Z,155,LongleafPineRealtors,731591,Dee Dee Burden,9108648955,deedeeburden@remax.net,,RE MAX Choice,9104837500,sonirider@remax.net,,Sale Listing,60000,2024-09-10
"2 Wisteria Way, Lot 22, Whispering Pines, NC 28327",2 Wisteria Way,Lot 22,Whispering Pines,NC,28327,Moore,35.248482,-79.371201,Land,,,,34412,,,Active,129000,Standard,2024-09-11T00:00:00.000Z,,2024-09-12T00:00:00.000Z,2025-02-11T09:03:06.310Z,154,HiveMLS,100465648,Mickey Debernard,9105852000,mickey@newheritagerealty.com,http://www.newheritagerealty.com,"New Heritage Realty, Inc.",9106922500,,,Sale Listing,129000,2024-09-11
"117 Wertz Dr, Lot 3078, West End, NC 27376",117 Wertz Dr,Lot 3078,West End,NC,27376,Moore,35.253918,-79.609772,Land,,,,28314,,155,Active,625000,Standard,2024-09-20T00:00:00.000Z,,2024-09-21T00:00:00.000Z,2025-02-11T09:03:06.309Z,145,HiveMLS,100467175,Martha Gentry,9102957100,marthagentry@remax.net,http://www.thegentryteam.com,Re/Max Prime Properties,9102952535,,,Sale Listing,625000,2024-09-20
"1099 Ring Rd, Carthage, NC 28327",1099 Ring Rd,,Carthage,NC,28327,Moore,35.294558,-79.304802,Land,4,2.5,2875,436907,2025,,Active,275000,Standard,2024-09-19T00:00:00.000Z,,2024-09-20T00:00:00.000Z,2025-02-11T09:03:06.301Z,146,DoorifyMLS,10053567,Pete Mace,,,,Carolina Property Sales,9106950001,mikemckinney44@gmail.com,www.mike@carolinapropertysales.com,Sale Listing,275000,2024-09-19
"123 Lancashire Ln, West End, NC 27376",123 Lancashire Ln,,West End,NC,27376,Moore,35.266528,-79.557757,Land,,,,148975,,108,Active,139900,Standard,2024-10-24T00:00:00.000Z,,2020-10-31T09:56:04.822Z,2025-02-11T09:03:06.228Z,111,HiveMLS,100472572,Natalee Birdsell,9109753014,natalee.birdsell@gmail.com,,Carolina Property Sales,9106950001,mikemckinney44@gmail.com,,Sale Listing,139900,2024-10-24
"Bond St, Lot 6, Pinehurst, NC 28374",Bond St,Lot 6,Pinehurst,NC,28374,Moore,35.195651,-79.489389,Land,,,,36155,,,Active,349000,Standard,2024-09-13T00:00:00.000Z,,2024-09-14T00:00:00.000Z,2025-02-11T09:03:06.225Z,152,HiveMLS,100466055,Martha Gentry,9102957100,marthagentry@remax.net,http://www.thegentryteam.com,Re/Max Prime Properties,9102952535,,,Sale Listing,349000,2024-09-13
"Creek Bend Dr, Lot 30, Vass, NC 28394",Creek Bend Dr,Lot 30,Vass,NC,28394,Moore,35.188671,-79.168246,Land,,,,68825,,,Active,24000,Standard,2024-09-23T00:00:00.000Z,,2024-09-24T00:00:00.000Z,2025-02-11T09:03:06.213Z,142,DoorifyMLS,10054265,Cooper Broome,9195336300,cbroome1121@gmail.com,https://cooperbroome.c21.com/,Century 21 Southern Lifestyles,9195336300,lori.chapelridge@gmaill.com,,Sale Listing,24000,2024-09-23
"Creek Bend Dr, Lot 31, Vass, NC 28394",Creek Bend Dr,Lot 31,Vass,NC,28394,Moore,35.189021,-79.16816,Land,,,,66211,,,Active,24000,Standard,2024-09-23T00:00:00.000Z,,2024-09-24T00:00:00.000Z,2025-02-11T09:03:06.212Z,142,DoorifyMLS,10054267,Cooper Broome,9195336300,cbroome1121@gmail.com,https://cooperbroome.c21.com/,Century 21 Southern Lifestyles,9195336300,lori.chapelridge@gmaill.com,,Sale Listing,24000,2024-09-23
"125 Troys Pt, West End, NC 27376",125 Troys Pt,,West End,NC,27376,Moore,35.275408,-79.590775,Land,,,,30056,,79,Active,165000,Standard,2024-09-25T00:00:00.000Z,,2024-09-25T00:00:00.000Z,2025-02-11T09:03:06.208Z,140,HiveMLS,100466833,Lydia Macinta,9106955789,lydia.macinta@exprealty.com,http://www.lydiamacinta.exprealty.com,exp Realty,8885849431,nc.sandhills@exprealty.net,,Sale Listing,165000,2024-09-25
"106 Appaloosa Lake Dr, Carthage, NC 28327",106 Appaloosa Lake Dr,,Carthage,NC,28327,Moore,35.312369,-79.572161,Land,,,,51401,,35,Active,15000,Standard,2024-10-14T00:00:00.000Z,,2024-10-15T00:00:00.000Z,2025-02-11T09:03:06.203Z,121,HiveMLS,100470936,"Sherry Mcquage, Realtor®️",9102805316,sherrymcq@kw.com,http://ncsellsfast.com,Keller Williams Realty,9106925553,mcckw828@gmail.com,,Sale Listing,15000,2024-10-14
"Caviness Town Rd, Robbins, NC 27325",Caviness Town Rd,,Robbins,NC,27325,Moore,35.482594,-79.561855,Land,,,,323215,,,Active,100000,Standard,2024-10-03T00:00:00.000Z,,2021-01-15T08:26:52.073Z,2025-02-11T09:03:06.191Z,132,MyStateMLS,11349952,Frank Sheppard,,frank@farmsandlandrealty.com,,Farms and Land Realty LLC,,,,Sale Listing,100000,2024-10-03
"7680 Main St Main St Main St, Unit 7680, West End, NC 27376",7680 Main St Main St Main St,Unit 7680,West End,NC,27376,Moore,35.217148,-79.499748,Land,,,,191664,,,Active,169900,Standard,2024-10-01T00:00:00.000Z,,2024-10-02T00:00:00.000Z,2025-02-11T09:03:06.185Z,134,TriadMLS,1157603,Dan Anderson,3364423834,dan@andersonrealtync.com,www.realtor.com,Anderson Realty & Investments,3366330019,dan@andersonrealtync.com,www.andersonrealtync.com,Sale Listing,169900,2024-10-01
"443 Brady Rd, Lot 3, Carthage, NC 28327",443 Brady Rd,Lot 3,Carthage,NC,28327,Moore,35.39143,-79.418488,Land,,,,436036,,,Active,150000,Standard,2024-10-10T00:00:00.000Z,,2024-10-11T00:00:00.000Z,2025-02-11T09:03:06.180Z,125,HiveMLS,100470398,Willians Coronado,9105285760,coronadorealtyllc@gmail.com,,Keller Williams Realty,9106925553,mcckw828@gmail.com,,Sale Listing,150000,2024-10-10
